,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
3924,NJ55678,Arizona,7824,No,Basic,Bachelor,2/23/11,Employed,F,64543,Urban,Married,65,1,84,0,2,Personal Auto,Personal L3,Offer2,Call Center,200,Four-Door Car,Medsize,A
3925,FF94341,Nevada,7668,No,Extended,Bachelor,1/26/11,Employed,F,92456,Suburban,Divorced,95,8,3,0,4,Special Auto,Special L3,Offer1,Branch,456,Four-Door Car,Medsize,A
3926,IY38767,Oregon,5325,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496,Two-Door Car,Medsize,A
3927,SY93381,California,3596,No,Extended,College,2/17/11,Employed,F,30694,Suburban,Married,91,22,23,1,1,Personal Auto,Personal L3,Offer1,Agent,436,Four-Door Car,Small,A
3928,UI21548,California,2480,No,Basic,High School or Below,1/28/11,Employed,F,29444,Suburban,Married,63,5,84,0,1,Personal Auto,Personal L3,Offer3,Call Center,302,Two-Door Car,Medsize,A
3929,WH81461,Nevada,7542,No,Basic,College,1/29/11,Unemployed,M,0,Suburban,Single,111,7,25,0,3,Personal Auto,Personal L2,Offer3,Branch,1186,SUV,Medsize,A
3930,KD20203,Oregon,9472,No,Extended,College,1/18/11,Unemployed,M,0,Suburban,Married,131,4,49,0,9,Corporate Auto,Corporate L2,Offer4,Agent,628,SUV,Small,A
3931,HS97983,California,30647,No,Premium,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,105,8,29,0,2,Personal Auto,Personal L2,Offer1,Agent,1212,Four-Door Car,Small,A
3932,SC93784,Oregon,5510,No,Basic,Bachelor,1/10/11,Employed,M,61401,Rural,Married,69,8,77,0,3,Personal Auto,Personal L2,Offer1,Call Center,144,Four-Door Car,Medsize,A
3933,QR26617,California,4865,No,Basic,Bachelor,2/19/11,Employed,M,21498,Suburban,Married,63,23,72,0,9,Corporate Auto,Corporate L1,Offer2,Agent,302,Four-Door Car,Medsize,A
3934,FH68849,California,12765,No,Basic,Bachelor,1/23/11,Unemployed,F,0,Suburban,Single,117,13,47,0,2,Personal Auto,Personal L2,Offer2,Web,842,SUV,Medsize,A
3935,YH20696,Oregon,8657,No,Basic,College,1/17/11,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Offer1,Branch,171,Four-Door Car,Medsize,A
3936,OP67672,Washington,9079,No,Basic,Master,2/14/11,Employed,F,20290,Suburban,Married,113,6,75,0,3,Personal Auto,Personal L2,Offer4,Agent,766,SUV,Medsize,A
3937,IT78748,Oregon,6503,Yes,Extended,High School or Below,2/19/11,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451,Two-Door Car,Small,A
3938,NX11526,Arizona,2759,Yes,Basic,Bachelor,1/3/11,Employed,M,92296,Suburban,Married,69,4,65,0,1,Corporate Auto,Corporate L2,Offer2,Agent,331,Two-Door Car,Medsize,A
3939,TF53472,Oregon,5350,No,Basic,Bachelor,2/1/11,Employed,F,41336,Urban,Divorced,68,33,25,0,5,Personal Auto,Personal L3,Offer1,Agent,263,Four-Door Car,Medsize,A
3940,WE13528,California,20215,No,Basic,High School or Below,2/12/11,Employed,F,77058,Rural,Divorced,63,16,42,0,2,Personal Auto,Personal L1,Offer2,Branch,119,Four-Door Car,Medsize,A
3941,FW91032,California,5879,No,Basic,High School or Below,2/13/11,Employed,M,85857,Rural,Married,73,3,19,0,6,Corporate Auto,Corporate L2,Offer4,Agent,100,Four-Door Car,Medsize,A
3942,EZ48947,Nevada,13111,No,Basic,College,1/31/11,Employed,M,67197,Rural,Single,111,2,9,0,2,Special Auto,Special L2,Offer1,Agent,147,SUV,Large,A
3943,LE12086,Oregon,5737,No,Basic,College,1/20/11,Employed,F,68946,Urban,Married,71,15,31,0,8,Personal Auto,Personal L1,Offer1,Call Center,309,Four-Door Car,Medsize,A
3944,DM22923,Oregon,2331,No,Basic,Bachelor,2/22/11,Disabled,M,27398,Suburban,Single,68,4,39,1,1,Personal Auto,Personal L3,Offer2,Branch,326,Four-Door Car,Medsize,A
3945,LR37068,Oregon,11030,No,Extended,College,1/10/11,Employed,F,35773,Suburban,Married,93,25,89,0,2,Personal Auto,Personal L3,Offer1,Web,446,Four-Door Car,Small,A
3946,LL56632,Oregon,8679,No,Basic,High School or Below,2/25/11,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703,SUV,Medsize,A
3947,BR24590,Arizona,2510,No,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Single,70,25,30,0,1,Personal Auto,Personal L3,Offer1,Agent,522,Four-Door Car,Small,A
3948,QT84069,Oregon,50568,No,Extended,Master,2/28/11,Employed,M,82081,Urban,Married,249,1,62,0,2,Personal Auto,Personal L1,Offer2,Branch,753,Luxury SUV,Small,A
3949,KY39767,Oregon,4661,No,Basic,College,2/4/11,Unemployed,F,0,Suburban,Single,68,0,48,1,5,Personal Auto,Personal L2,Offer1,Call Center,489,Four-Door Car,Medsize,A
3950,FI14842,Nevada,7857,No,Basic,College,1/29/11,Unemployed,F,0,Suburban,Married,104,12,7,0,3,Personal Auto,Personal L2,Offer2,Web,499,SUV,Medsize,A
3951,FG31425,Arizona,2530,No,Basic,College,2/21/11,Employed,F,37811,Suburban,Married,63,25,14,0,1,Special Auto,Special L2,Offer4,Agent,365,Four-Door Car,Medsize,A
3952,RL74454,Nevada,5147,No,Basic,Bachelor,2/6/11,Employed,F,33171,Urban,Married,65,27,17,0,3,Personal Auto,Personal L3,Offer2,Branch,236,Four-Door Car,Medsize,A
3953,BV12771,California,27420,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Married,112,23,20,0,2,Personal Auto,Personal L2,Offer3,Branch,537,SUV,Medsize,A
3954,AX86552,California,6198,No,Extended,College,2/18/11,Medical Leave,M,24053,Suburban,Divorced,87,33,53,1,7,Personal Auto,Personal L2,Offer2,Web,624,Four-Door Car,Medsize,A
3955,IV54766,Oregon,19160,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294,Luxury SUV,Medsize,A
3956,SE64365,California,4674,No,Premium,High School or Below,2/9/11,Employed,M,35830,Suburban,Married,118,4,50,1,1,Corporate Auto,Corporate L2,Offer1,Agent,597,Four-Door Car,Small,A
3957,XT54610,California,1904,No,Basic,Bachelor,1/14/11,Unemployed,F,0,Suburban,Single,63,22,7,3,1,Personal Auto,Personal L1,Offer1,Agent,302,Four-Door Car,Medsize,A
3958,LZ39487,Washington,5122,No,Basic,High School or Below,1/17/11,Employed,F,58206,Suburban,Married,64,2,56,0,3,Personal Auto,Personal L2,Offer3,Branch,454,Four-Door Car,Small,A
3959,WC11272,Oregon,6907,No,Extended,Bachelor,1/9/11,Employed,F,42790,Urban,Married,87,10,74,0,3,Personal Auto,Personal L1,Offer1,Branch,290,Two-Door Car,Medsize,A
3960,IP84574,Oregon,8193,No,Basic,College,1/23/11,Employed,F,54840,Suburban,Single,72,18,59,3,2,Corporate Auto,Corporate L3,Offer1,Branch,468,Four-Door Car,Small,A
3961,FQ70521,California,8927,No,Premium,High School or Below,2/11/11,Employed,F,96768,Rural,Married,111,6,65,2,3,Personal Auto,Personal L1,Offer2,Agent,2,Four-Door Car,Large,A
3962,FR81224,Oregon,5494,No,Basic,Master,2/7/11,Employed,M,89205,Rural,Married,68,28,86,0,6,Personal Auto,Personal L2,Offer2,Agent,165,Two-Door Car,Medsize,A
3963,BA38428,Arizona,5639,Yes,Basic,High School or Below,1/10/11,Employed,M,73168,Suburban,Married,70,21,50,0,3,Corporate Auto,Corporate L3,Offer2,Agent,425,Four-Door Car,Medsize,A
3964,ZN27809,Oregon,8083,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,116,7,23,0,8,Personal Auto,Personal L3,Offer1,Web,820,SUV,Medsize,A
3965,TH68648,California,5126,No,Basic,College,1/14/11,Employed,M,85522,Urban,Married,64,1,56,0,3,Personal Auto,Personal L2,Offer4,Branch,165,Four-Door Car,Medsize,A
3966,JD75068,Oregon,2724,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Married,70,21,70,0,1,Corporate Auto,Corporate L3,Offer1,Agent,405,Four-Door Car,Medsize,A
3967,TG40558,Oregon,7258,No,Basic,High School or Below,1/10/11,Employed,M,60969,Rural,Married,61,9,5,0,2,Corporate Auto,Corporate L3,Offer2,Web,146,Four-Door Car,Medsize,A
3968,MT16688,Arizona,2598,No,Basic,Bachelor,2/11/11,Employed,F,62566,Rural,Married,65,4,3,1,1,Corporate Auto,Corporate L1,Offer3,Branch,48,Four-Door Car,Medsize,A
3969,EV32492,Arizona,2496,No,Basic,Bachelor,2/1/11,Employed,M,49136,Suburban,Divorced,64,7,95,0,1,Personal Auto,Personal L1,Offer4,Web,307,Four-Door Car,Medsize,A
3970,WK88044,Arizona,8737,No,Basic,Bachelor,2/13/11,Employed,M,61281,Rural,Married,110,7,16,0,7,Personal Auto,Personal L3,Offer1,Agent,79,SUV,Medsize,A
3971,CF46699,Oregon,3567,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Personal L2,Offer2,Agent,660,SUV,Medsize,A
3972,No19664,California,5686,No,Basic,High School or Below,1/31/11,Employed,F,26409,Suburban,Married,71,30,70,0,5,Personal Auto,Personal L3,Offer2,Branch,475,Four-Door Car,Large,A
3973,DE23903,Oregon,5905,No,Basic,Bachelor,2/22/11,Employed,F,59848,Rural,Married,73,5,98,1,3,Personal Auto,Personal L3,Offer1,Call Center,131,Two-Door Car,Medsize,A
3974,LA52988,Oregon,4144,No,Basic,High School or Below,1/18/11,Employed,F,64478,Rural,Married,103,30,92,0,1,Personal Auto,Personal L3,Offer2,Branch,8,SUV,Medsize,A
3975,ME87834,Oregon,4219,No,Basic,Bachelor,2/20/11,Employed,M,62396,Suburban,Married,107,24,52,0,1,Personal Auto,Personal L3,Offer3,Web,693,SUV,Medsize,A
3976,EV68966,California,9419,No,Basic,College,2/23/11,Employed,M,87840,Rural,Married,118,22,42,1,3,Personal Auto,Personal L3,Offer1,Call Center,161,SUV,Medsize,A
3977,HF11584,Arizona,12913,No,Basic,Master,1/11/11,Employed,M,62448,Suburban,Married,107,0,11,0,2,Personal Auto,Personal L3,Offer1,Branch,513,SUV,Medsize,A
3978,SE50560,Oregon,2818,No,Basic,College,1/17/11,Employed,M,88816,Rural,Married,70,33,9,0,1,Personal Auto,Personal L2,Offer3,Branch,164,Two-Door Car,Medsize,A
3979,VM50666,California,9718,No,Basic,Doctor,1/11/11,Unemployed,M,0,Suburban,Divorced,65,12,46,0,2,Special Auto,Special L3,Offer1,Branch,312,Four-Door Car,Large,A
3980,GJ47896,Arizona,2661,No,Basic,College,1/13/11,Employed,F,35503,Urban,Married,67,14,95,0,1,Personal Auto,Personal L3,Offer1,Branch,216,Two-Door Car,Medsize,A
3981,IJ36435,California,5811,No,Extended,College,1/24/11,Unemployed,F,0,Urban,Married,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304,Four-Door Car,Medsize,A
3982,TI48450,California,7948,No,Basic,College,2/15/11,Employed,M,23916,Suburban,Married,68,33,86,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,481,Two-Door Car,Medsize,A
3983,HK15299,California,5479,No,Basic,High School or Below,1/28/11,Employed,M,38210,Suburban,Married,69,25,41,0,3,Personal Auto,Personal L2,Offer2,Agent,383,Four-Door Car,Medsize,A
3984,NZ81536,Washington,16710,No,Extended,Doctor,2/7/11,Employed,F,73049,Rural,Single,139,3,42,0,2,Personal Auto,Personal L3,Offer1,Branch,284,SUV,Medsize,A
3985,GD55093,California,19160,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294,Luxury SUV,Medsize,A
3986,GZ64473,Nevada,2757,No,Basic,College,1/12/11,Employed,M,50414,Suburban,Married,69,25,34,0,1,Personal Auto,Personal L3,Offer1,Agent,331,Four-Door Car,Medsize,A
3987,PK51938,Oregon,3044,No,Extended,College,1/14/11,Retired,F,17489,Suburban,Divorced,85,31,28,0,1,Corporate Auto,Corporate L3,Offer4,Branch,587,Four-Door Car,Small,A
3988,MC85738,California,14635,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667,SUV,Medsize,A
3989,UG37492,California,4362,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528,Four-Door Car,Medsize,A
3990,VY40793,Oregon,4270,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27,2,0,1,Personal Auto,Personal L3,Offer2,Agent,725,SUV,Medsize,A
3991,GD83998,Washington,2659,No,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336,Four-Door Car,Small,A
3992,MV54498,California,5503,No,Basic,College,2/13/11,Employed,F,59932,Rural,Single,71,16,77,1,3,Personal Auto,Personal L3,Offer1,Branch,116,Four-Door Car,Medsize,A
3993,AC67315,Nevada,13862,No,Basic,Bachelor,2/21/11,Employed,F,96950,Suburban,Married,115,20,74,0,2,Personal Auto,Personal L2,Offer4,Agent,633,Sports Car,Large,A
3994,WH62198,California,2213,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,63,0,66,0,1,Personal Auto,Personal L2,Offer1,Call Center,305,Four-Door Car,Small,A
3995,EL62967,Oregon,2712,No,Basic,High School or Below,2/7/11,Employed,F,58508,Rural,Single,69,32,11,0,1,Personal Auto,Personal L3,Offer2,Web,57,Two-Door Car,Medsize,A
3996,JW33458,California,5729,No,Basic,Master,2/15/11,Employed,F,92254,Urban,Married,70,7,94,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245,Four-Door Car,Medsize,A
3997,NK26146,Washington,7072,No,Basic,College,2/11/11,Employed,F,90551,Suburban,Divorced,61,28,4,4,2,Corporate Auto,Corporate L3,Offer4,Call Center,374,Four-Door Car,Small,A
3998,GP19791,California,16510,No,Basic,College,2/12/11,Employed,F,31356,Suburban,Married,68,25,13,0,2,Personal Auto,Personal L3,Offer2,Agent,326,Two-Door Car,Small,A
3999,BC48076,Washington,7783,No,Basic,Master,1/11/11,Employed,F,48689,Suburban,Married,191,15,18,0,1,Personal Auto,Personal L3,Offer1,Call Center,985,Luxury Car,Medsize,A
4000,ZI85739,California,15860,No,Extended,Master,2/25/11,Unemployed,F,0,Rural,Married,136,10,41,0,2,Personal Auto,Personal L1,Offer1,Branch,46,SUV,Small,A
4001,ON68006,California,5520,No,Basic,Bachelor,1/16/11,Employed,F,26129,Suburban,Divorced,70,4,38,0,3,Personal Auto,Personal L2,Offer1,Agent,419,Four-Door Car,Medsize,A
4002,DL26809,Nevada,6826,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,68,13,26,0,2,Personal Auto,Personal L3,Offer1,Agent,489,Two-Door Car,Small,A
4003,AW86033,California,2119,No,Basic,College,1/13/11,Disabled,M,18287,Suburban,Married,61,6,56,4,1,Personal Auto,Personal L2,Offer1,Agent,292,Two-Door Car,Medsize,A
4004,IS55638,California,15503,No,Basic,College,2/18/11,Employed,F,29932,Suburban,Married,64,34,5,0,2,Personal Auto,Personal L2,Offer1,Branch,319,Two-Door Car,Medsize,A
4005,TP33286,Washington,12010,No,Premium,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,119,3,24,0,2,Corporate Auto,Corporate L2,Offer2,Agent,856,Four-Door Car,Medsize,A
4006,BW52697,California,5505,No,Basic,College,1/1/11,Employed,F,86132,Urban,Married,68,30,10,0,3,Personal Auto,Personal L3,Offer2,Call Center,301,Two-Door Car,Medsize,A
4007,TK60799,Arizona,4160,No,Basic,High School or Below,1/8/11,Employed,F,96263,Rural,Married,103,5,5,0,1,Personal Auto,Personal L3,Offer2,Agent,1,SUV,Small,A
4008,OJ90342,Oregon,2457,No,Basic,Bachelor,2/7/11,Employed,F,29486,Rural,Married,62,19,73,0,1,Personal Auto,Personal L3,Offer2,Web,7,Four-Door Car,Medsize,A
4009,OS21957,California,8896,No,Basic,High School or Below,1/21/11,Employed,F,26201,Rural,Married,112,4,48,0,8,Personal Auto,Personal L2,Offer4,Call Center,168,SUV,Small,A
4010,GM54723,California,9061,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413,Four-Door Car,Small,A
4011,JU66696,California,9810,No,Extended,Master,2/20/11,Unemployed,F,0,Suburban,Married,131,15,90,0,8,Corporate Auto,Corporate L2,Offer3,Branch,628,Sports Car,Large,A
4012,HR64765,Washington,8485,No,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,244,10,99,0,1,Personal Auto,Personal L3,Offer1,Branch,1756,Luxury Car,Small,A
4013,BG48083,Nevada,6386,No,Extended,Bachelor,1/20/11,Employed,F,23751,Suburban,Single,82,4,9,1,7,Personal Auto,Personal L2,Offer1,Web,586,Two-Door Car,Medsize,A
4014,ZK56389,Arizona,2397,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Special Auto,Special L3,Offer1,Branch,572,Four-Door Car,Medsize,A
4015,HY43263,California,8265,No,Extended,Bachelor,2/7/11,Unemployed,F,0,Suburban,Single,77,17,41,0,2,Corporate Auto,Corporate L3,Offer2,Agent,554,Two-Door Car,Small,A
4016,VK43303,Oregon,6019,No,Extended,Bachelor,1/30/11,Employed,M,68658,Urban,Single,77,7,60,0,8,Personal Auto,Personal L1,Offer2,Branch,296,Two-Door Car,Medsize,A
4017,RJ80405,Arizona,5498,No,Basic,Bachelor,1/22/11,Employed,M,33191,Suburban,Married,70,9,80,0,9,Personal Auto,Personal L1,Offer3,Branch,443,Four-Door Car,Medsize,A
4018,YB33445,Oregon,8982,No,Basic,College,2/13/11,Employed,F,43490,Rural,Married,114,24,63,4,6,Corporate Auto,Corporate L1,Offer1,Call Center,174,SUV,Medsize,A
4019,UE96503,California,5599,No,Basic,Doctor,2/5/11,Unemployed,M,0,Suburban,Married,73,1,60,0,5,Corporate Auto,Corporate L2,Offer4,Web,350,Four-Door Car,Medsize,A
4020,GP13187,California,14917,No,Basic,Master,1/12/11,Unemployed,F,0,Suburban,Married,190,1,36,0,3,Personal Auto,Personal L3,Offer1,Branch,1368,Luxury Car,Medsize,A
4021,DS47984,Arizona,3237,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326,Four-Door Car,Medsize,A
4022,MY51849,Oregon,4903,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Married,66,19,29,0,8,Personal Auto,Personal L3,Offer1,Branch,469,Four-Door Car,Large,A
4023,VW63894,California,7870,No,Extended,Master,2/4/11,Employed,M,75740,Rural,Married,98,8,42,0,3,Personal Auto,Personal L1,Offer3,Web,46,Four-Door Car,Medsize,A
4024,YI70563,California,2780,No,Basic,Bachelor,2/25/11,Employed,M,88704,Urban,Married,69,16,78,0,1,Personal Auto,Personal L3,Offer2,Call Center,259,Two-Door Car,Small,A
4025,RA29518,Washington,5512,No,Extended,Master,2/24/11,Employed,M,45971,Rural,Married,138,15,91,0,1,Special Auto,Special L3,Offer1,Branch,139,SUV,Medsize,A
4026,ZW76597,California,5271,No,Basic,Bachelor,2/14/11,Retired,F,13215,Suburban,Married,74,30,17,1,3,Corporate Auto,Corporate L3,Offer1,Branch,443,Four-Door Car,Small,A
4027,XS44101,California,6712,No,Extended,Bachelor,2/4/11,Employed,F,44891,Rural,Married,83,12,75,0,6,Personal Auto,Personal L3,Offer3,Call Center,74,Four-Door Car,Medsize,A
4028,GW14698,Arizona,4882,No,Basic,College,2/28/11,Employed,F,80604,Urban,Married,61,22,86,0,3,Corporate Auto,Corporate L3,Offer4,Web,255,Four-Door Car,Medsize,A
4029,SP36555,Arizona,6507,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,97,4,11,0,4,Personal Auto,Personal L1,Offer1,Agent,863,Four-Door Car,Medsize,A
4030,FR17176,Arizona,14944,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326,Four-Door Car,Medsize,A
4031,FH22095,California,2520,No,Basic,College,2/7/11,Employed,M,39377,Suburban,Married,64,7,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,307,Two-Door Car,Small,A
4032,LU40443,Oregon,5543,No,Basic,Master,2/12/11,Employed,M,64255,Urban,Single,70,7,36,0,8,Personal Auto,Personal L2,Offer2,Web,193,Four-Door Car,Medsize,A
4033,PU98976,California,6187,No,Extended,Bachelor,2/5/11,Unemployed,F,0,Suburban,Single,88,17,25,0,6,Personal Auto,Personal L3,Offer1,Call Center,633,Four-Door Car,Medsize,A
4034,ZO16199,California,5354,No,Basic,High School or Below,2/16/11,Disabled,F,17099,Suburban,Married,69,13,28,0,9,Personal Auto,Personal L2,Offer1,Web,331,Four-Door Car,Small,A
4035,ZI95657,California,10972,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,Personal Auto,Personal L3,Offer2,Agent,657,Sports Car,Medsize,A
4036,AO20938,Arizona,32021,No,Basic,High School or Below,1/12/11,Employed,F,31433,Suburban,Married,100,5,23,0,2,Personal Auto,Personal L1,Offer2,Call Center,635,SUV,Small,A
4037,FX65946,Arizona,5754,No,Basic,Bachelor,1/3/11,Employed,M,34847,Suburban,Married,73,26,24,0,7,Personal Auto,Personal L3,Offer2,Agent,525,Four-Door Car,Small,A
4038,SY48471,California,5163,No,Basic,High School or Below,2/22/11,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Personal L2,Offer1,Agent,253,Four-Door Car,Medsize,A
4039,NV11692,Nevada,4420,No,Basic,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,68,0,93,3,5,Personal Auto,Personal L3,Offer2,Agent,546,Four-Door Car,Large,A
4040,HN35280,Arizona,2446,No,Basic,Bachelor,2/13/11,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,Personal Auto,Personal L3,Offer2,Web,292,Two-Door Car,Medsize,A
4041,ZK54897,Arizona,14435,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25,89,0,2,Personal Auto,Personal L3,Offer1,Agent,109,Two-Door Car,Medsize,A
4042,ZY99878,California,13742,No,Premium,High School or Below,1/3/11,Employed,M,90343,Urban,Single,175,11,68,0,3,Personal Auto,Personal L2,Offer1,Branch,833,SUV,Medsize,A
4043,GL67540,California,5904,No,Basic,College,1/15/11,Employed,F,97413,Urban,Married,73,21,80,0,6,Personal Auto,Personal L3,Offer1,Agent,268,Four-Door Car,Medsize,A
4044,XF94149,California,4087,No,Basic,College,2/15/11,Employed,M,24123,Suburban,Married,104,7,61,0,1,Personal Auto,Personal L3,Offer4,Branch,748,SUV,Medsize,A
4045,UD61088,California,13799,No,Extended,Bachelor,2/23/11,Unemployed,M,0,Suburban,Married,127,20,31,0,2,Personal Auto,Personal L1,Offer1,Agent,609,SUV,Small,A
4046,SK47162,Oregon,3567,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Personal Auto,Personal L2,Offer2,Agent,660,SUV,Medsize,A
4047,YN75239,Oregon,7910,No,Basic,College,1/12/11,Employed,M,77577,Rural,Married,199,14,37,1,1,Personal Auto,Personal L3,Offer3,Agent,35,Luxury SUV,Small,A
4048,HG65194,Oregon,8672,No,Extended,College,2/10/11,Unemployed,F,0,Suburban,Single,125,8,61,0,3,Personal Auto,Personal L2,Offer1,Branch,600,SUV,Medsize,A
4049,CG33085,Oregon,13357,No,Extended,Doctor,2/2/11,Unemployed,M,0,Suburban,Divorced,124,13,1,0,2,Personal Auto,Personal L3,Offer3,Agent,696,SUV,Medsize,A
4050,QE22757,Nevada,2491,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67,Four-Door Car,Large,A
4051,FH81263,California,6006,No,Basic,High School or Below,2/10/11,Employed,M,85510,Suburban,Married,74,19,68,0,4,Corporate Auto,Corporate L3,Offer1,Agent,355,Four-Door Car,Small,A
4052,CV90092,Oregon,8184,No,Basic,College,1/16/11,Employed,M,82680,Suburban,Married,68,8,86,0,2,Corporate Auto,Corporate L3,Offer1,Branch,326,Four-Door Car,Medsize,A
